user_id,pred_date
15510,2017-05-10
13340,2017-05-09
53887,2017-05-11
87471,2017-05-09
43770,2017-05-10
47294,2017-05-09
12919,2017-05-11
53316,2017-05-10
7565,2017-05-08
86459,2017-05-11
79168,2017-05-13
10098,2017-05-11
31947,2017-05-12
27625,2017-05-10
96294,2017-05-12
25615,2017-05-09
22720,2017-05-11
50891,2017-05-10
71679,2017-05-10
20978,2017-05-11
61502,2017-05-10
17760,2017-05-09
82818,2017-05-11
73599,2017-05-10
4868,2017-05-15
25856,2017-05-13
24529,2017-05-10
37021,2017-05-08
18616,2017-05-08
33610,2017-05-11
19820,2017-05-11
42287,2017-05-10
26345,2017-05-09
78862,2017-05-12
56165,2017-05-12
89554,2017-05-08
89387,2017-05-08
18641,2017-05-10
96423,2017-05-11
80759,2017-05-11
90100,2017-05-10
6206,2017-05-08
85394,2017-05-11
30385,2017-05-08
3017,2017-05-09
33573,2017-05-09
57746,2017-05-11
33522,2017-05-14
65848,2017-05-13
45566,2017-05-12
25818,2017-05-09
21630,2017-05-13
28403,2017-05-11
54544,2017-05-09
76776,2017-05-08
40513,2017-05-09
4126,2017-05-12
59140,2017-05-10
57531,2017-05-09
18388,2017-05-10
73574,2017-05-08
72486,2017-05-11
90967,2017-05-08
37099,2017-05-10
3365,2017-05-11
93338,2017-05-13
48131,2017-05-10
12843,2017-05-09
21508,2017-05-10
41157,2017-05-11
89905,2017-05-11
48577,2017-05-10
67217,2017-05-09
23337,2017-05-08
28306,2017-05-11
22348,2017-05-13
10123,2017-05-09
82437,2017-05-12
62041,2017-05-08
76395,2017-05-09
61363,2017-05-09
54546,2017-05-09
13916,2017-05-11
89112,2017-05-11
20777,2017-05-11
58903,2017-05-09
23054,2017-05-10
66352,2017-05-09
8063,2017-05-08
49727,2017-05-11
19469,2017-05-09
14154,2017-05-10
73580,2017-05-11
81181,2017-05-09
68624,2017-05-12
15736,2017-05-11
72578,2017-05-10
55042,2017-05-11
40714,2017-05-10
83564,2017-05-13
65813,2017-05-09
4463,2017-05-08
23113,2017-05-09
57872,2017-05-09
63301,2017-05-11
27264,2017-05-08
75475,2017-05-09
12602,2017-05-08
59142,2017-05-08
33137,2017-05-08
45495,2017-05-09
28627,2017-05-11
14309,2017-05-09
42366,2017-05-12
60114,2017-05-11
86175,2017-05-10
90757,2017-05-10
39962,2017-05-10
96730,2017-05-09
72712,2017-05-09
80558,2017-05-12
65109,2017-05-13
80204,2017-05-08
88942,2017-05-11
28544,2017-05-10
97994,2017-05-11
37254,2017-05-10
10893,2017-05-09
76032,2017-05-08
8035,2017-05-12
12656,2017-05-10
85292,2017-05-11
49422,2017-05-09
35585,2017-05-09
17634,2017-05-09
56300,2017-05-09
59345,2017-05-08
16660,2017-05-09
72125,2017-05-08
71980,2017-05-12
94542,2017-05-13
67675,2017-05-10
72407,2017-05-09
96057,2017-05-08
58170,2017-05-10
58914,2017-05-08
90921,2017-05-10
23072,2017-05-12
52100,2017-05-10
72862,2017-05-11
92753,2017-05-12
92015,2017-05-12
85182,2017-05-11
70977,2017-05-08
91170,2017-05-09
34756,2017-05-08
62488,2017-05-13
12123,2017-05-12
16404,2017-05-12
47797,2017-05-11
21180,2017-05-11
21058,2017-05-08
17367,2017-05-08
2255,2017-05-08
60019,2017-05-09
22007,2017-05-10
97044,2017-05-09
3558,2017-05-08
85181,2017-05-09
47562,2017-05-09
64675,2017-05-10
89594,2017-05-10
16988,2017-05-10
19747,2017-05-09
25534,2017-05-10
76083,2017-05-11
34968,2017-05-11
2295,2017-05-08
46518,2017-05-08
59130,2017-05-09
23373,2017-05-10
74640,2017-05-11
51205,2017-05-11
63923,2017-05-12
87020,2017-05-09
88389,2017-05-10
39903,2017-05-08
25571,2017-05-08
84114,2017-05-09
59217,2017-05-12
45207,2017-05-10
3091,2017-05-09
4440,2017-05-13
40248,2017-05-10
45717,2017-05-08
45449,2017-05-09
83157,2017-05-08
76442,2017-05-08
93808,2017-05-10
49293,2017-05-10
90541,2017-05-09
88624,2017-05-08
84813,2017-05-10
51012,2017-05-10
83786,2017-05-08
27877,2017-05-11
87690,2017-05-10
80773,2017-05-08
25310,2017-05-12
19451,2017-05-11
73089,2017-05-10
66309,2017-05-08
29183,2017-05-09
56486,2017-05-09
45791,2017-05-14
54904,2017-05-10
75507,2017-05-10
74320,2017-05-12
93661,2017-05-08
48941,2017-05-09
41701,2017-05-11
57970,2017-05-13
80330,2017-05-10
85548,2017-05-10
8765,2017-05-08
33091,2017-05-11
78107,2017-05-09
40004,2017-05-09
42632,2017-05-08
39540,2017-05-08
84228,2017-05-08
95685,2017-05-12
3579,2017-05-08
33624,2017-05-08
47007,2017-05-09
96328,2017-05-08
7114,2017-05-12
32550,2017-05-09
8510,2017-05-13
61024,2017-05-08
88288,2017-05-11
22559,2017-05-12
91283,2017-05-09
32442,2017-05-13
83525,2017-05-11
65470,2017-05-11
9666,2017-05-10
14849,2017-05-14
84091,2017-05-08
30690,2017-05-09
24062,2017-05-12
14933,2017-05-08
50538,2017-05-10
34283,2017-05-10
79042,2017-05-10
31785,2017-05-10
48901,2017-05-09
78741,2017-05-09
67871,2017-05-10
43697,2017-05-14
31819,2017-05-12
36964,2017-05-09
35316,2017-05-10
34512,2017-05-12
24449,2017-05-11
64552,2017-05-09
12359,2017-05-08
8460,2017-05-12
55319,2017-05-08
36500,2017-05-11
91873,2017-05-08
62581,2017-05-12
50826,2017-05-09
73059,2017-05-13
57515,2017-05-10
57644,2017-05-10
21227,2017-05-09
85431,2017-05-09
71993,2017-05-09
12519,2017-05-11
9386,2017-05-08
73534,2017-05-10
54184,2017-05-09
85178,2017-05-12
880,2017-05-09
98772,2017-05-12
90797,2017-05-11
7482,2017-05-10
42380,2017-05-10
42234,2017-05-08
35721,2017-05-12
29789,2017-05-08
78800,2017-05-11
25177,2017-05-09
14084,2017-05-10
8172,2017-05-11
40659,2017-05-09
24146,2017-05-11
30378,2017-05-13
16343,2017-05-12
14511,2017-05-09
77895,2017-05-13
68323,2017-05-09
24570,2017-05-09
35563,2017-05-09
89206,2017-05-08
13033,2017-05-09
13886,2017-05-09
20423,2017-05-11
79498,2017-05-09
25363,2017-05-09
60358,2017-05-12
5311,2017-05-11
94081,2017-05-09
52231,2017-05-09
36971,2017-05-11
15165,2017-05-11
97667,2017-05-09
16559,2017-05-09
18679,2017-05-11
98726,2017-05-10
97813,2017-05-08
25637,2017-05-11
84077,2017-05-09
55131,2017-05-11
58600,2017-05-08
83917,2017-05-11
26213,2017-05-11
80567,2017-05-08
14516,2017-05-10
17971,2017-05-09
40315,2017-05-09
71804,2017-05-08
51252,2017-05-09
69236,2017-05-08
86519,2017-05-08
52527,2017-05-10
98266,2017-05-09
43505,2017-05-09
21629,2017-05-08
98104,2017-05-10
22750,2017-05-08
92063,2017-05-10
24518,2017-05-10
33055,2017-05-10
37986,2017-05-13
7194,2017-05-08
7045,2017-05-08
80,2017-05-09
19572,2017-05-09
34179,2017-05-10
59074,2017-05-12
95441,2017-05-11
43024,2017-05-08
66554,2017-05-11
68862,2017-05-08
56779,2017-05-08
37008,2017-05-09
25648,2017-05-12
52974,2017-05-11
54979,2017-05-11
64250,2017-05-13
65626,2017-05-10
80495,2017-05-09
243,2017-05-10
89947,2017-05-09
61390,2017-05-12
27365,2017-05-11
75197,2017-05-09
42267,2017-05-09
14613,2017-05-08
45928,2017-05-11
47645,2017-05-08
32439,2017-05-09
82575,2017-05-09
4392,2017-05-12
44625,2017-05-08
71320,2017-05-08
68239,2017-05-12
72614,2017-05-09
10786,2017-05-09
88572,2017-05-09
38236,2017-05-13
38235,2017-05-09
23862,2017-05-09
66468,2017-05-12
22117,2017-05-08
46072,2017-05-08
24845,2017-05-08
51482,2017-05-10
71037,2017-05-09
75821,2017-05-09
90681,2017-05-12
65963,2017-05-09
53348,2017-05-09
38460,2017-05-09
27000,2017-05-09
29466,2017-05-08
37212,2017-05-12
51426,2017-05-11
54100,2017-05-09
17005,2017-05-09
82917,2017-05-09
2243,2017-05-09
50211,2017-05-09
73094,2017-05-10
33333,2017-05-13
90093,2017-05-08
92826,2017-05-09
5521,2017-05-08
13913,2017-05-09
15742,2017-05-09
68753,2017-05-10
55376,2017-05-10
7116,2017-05-11
64504,2017-05-09
47780,2017-05-09
15533,2017-05-08
53487,2017-05-08
98426,2017-05-10
33626,2017-05-09
81937,2017-05-09
47862,2017-05-10
13093,2017-05-11
11291,2017-05-09
36663,2017-05-09
93576,2017-05-09
15651,2017-05-10
88174,2017-05-12
39627,2017-05-09
32179,2017-05-13
727,2017-05-10
49829,2017-05-11
80536,2017-05-13
48467,2017-05-10
89906,2017-05-09
33366,2017-05-08
97111,2017-05-09
89803,2017-05-11
29821,2017-05-08
88089,2017-05-09
77917,2017-05-09
54689,2017-05-09
20219,2017-05-08
12899,2017-05-09
45999,2017-05-08
413,2017-05-09
64219,2017-05-09
23179,2017-05-09
8120,2017-05-09
44141,2017-05-09
74794,2017-05-09
30164,2017-05-14
50879,2017-05-09
73785,2017-05-10
40365,2017-05-09
44283,2017-05-09
13078,2017-05-11
84853,2017-05-09
75170,2017-05-09
56631,2017-05-08
38743,2017-05-10
53966,2017-05-09
48652,2017-05-15
46494,2017-05-10
34503,2017-05-10
36687,2017-05-11
44690,2017-05-11
94303,2017-05-11
42173,2017-05-11
15222,2017-05-09
73364,2017-05-09
80739,2017-05-09
86406,2017-05-14
34991,2017-05-09
35702,2017-05-09
32681,2017-05-09
32387,2017-05-10
62858,2017-05-09
31749,2017-05-11
47870,2017-05-10
19916,2017-05-10
55449,2017-05-12
44518,2017-05-10
21241,2017-05-10
13845,2017-05-09
98792,2017-05-09
56432,2017-05-12
52501,2017-05-11
4536,2017-05-10
41733,2017-05-11
87147,2017-05-09
27594,2017-05-08
13115,2017-05-13
42597,2017-05-10
65034,2017-05-09
9961,2017-05-09
77336,2017-05-10
88966,2017-05-09
25054,2017-05-09
54691,2017-05-11
15192,2017-05-09
31348,2017-05-09
78408,2017-05-10
50386,2017-05-11
74546,2017-05-09
69474,2017-05-08
11795,2017-05-10
65086,2017-05-09
42042,2017-05-09
11389,2017-05-11
4356,2017-05-10
95990,2017-05-09
71887,2017-05-09
89403,2017-05-14
51725,2017-05-09
84983,2017-05-09
48827,2017-05-08
24563,2017-05-09
52159,2017-05-09
11735,2017-05-10
87306,2017-05-11
26208,2017-05-11
78966,2017-05-09
11422,2017-05-09
89800,2017-05-13
77268,2017-05-14
35871,2017-05-09
58201,2017-05-11
46328,2017-05-10
20656,2017-05-09
64889,2017-05-09
92191,2017-05-09
37957,2017-05-10
9424,2017-05-10
49775,2017-05-08
88170,2017-05-09
87970,2017-05-09
74617,2017-05-09
76506,2017-05-10
85696,2017-05-10
93696,2017-05-11
39332,2017-05-10
17649,2017-05-09
13520,2017-05-08
51616,2017-05-08
17304,2017-05-09
49096,2017-05-09
93228,2017-05-08
72033,2017-05-09
52980,2017-05-12
51378,2017-05-10
71153,2017-05-09
89825,2017-05-09
11147,2017-05-13
9715,2017-05-10
71166,2017-05-12
23369,2017-05-12
38683,2017-05-09
46375,2017-05-10
11738,2017-05-13
84116,2017-05-08
62194,2017-05-09
56102,2017-05-10
2192,2017-05-09
94180,2017-05-12
54272,2017-05-10
14659,2017-05-09
90651,2017-05-10
40787,2017-05-11
60877,2017-05-09
43826,2017-05-11
66022,2017-05-11
85050,2017-05-11
41036,2017-05-08
96330,2017-05-11
93203,2017-05-09
82949,2017-05-12
98560,2017-05-09
65632,2017-05-09
95709,2017-05-09
63047,2017-05-11
42812,2017-05-08
1009,2017-05-09
93073,2017-05-10
47945,2017-05-11
75362,2017-05-09
80577,2017-05-11
63458,2017-05-10
19843,2017-05-09
27760,2017-05-10
95535,2017-05-08
44167,2017-05-09
47301,2017-05-11
38478,2017-05-10
20404,2017-05-08
68375,2017-05-10
19026,2017-05-10
40966,2017-05-09
66984,2017-05-12
54259,2017-05-09
62694,2017-05-09
57523,2017-05-10
80105,2017-05-12
5695,2017-05-10
98674,2017-05-11
59521,2017-05-10
1313,2017-05-09
74242,2017-05-09
42818,2017-05-09
84276,2017-05-09
52519,2017-05-11
64110,2017-05-10
68747,2017-05-11
71761,2017-05-10
58499,2017-05-10
28490,2017-05-08
34892,2017-05-10
37239,2017-05-09
57101,2017-05-12
57998,2017-05-10
52267,2017-05-10
3014,2017-05-09
78464,2017-05-09
61588,2017-05-11
40527,2017-05-11
69650,2017-05-09
80916,2017-05-11
17765,2017-05-10
96395,2017-05-09
78077,2017-05-11
19089,2017-05-09
92822,2017-05-09
22989,2017-05-10
54146,2017-05-11
78619,2017-05-09
12307,2017-05-11
31341,2017-05-09
69209,2017-05-10
64789,2017-05-09
97453,2017-05-10
12927,2017-05-09
82936,2017-05-11
39654,2017-05-11
87966,2017-05-09
78896,2017-05-09
36887,2017-05-11
49412,2017-05-12
75368,2017-05-11
13580,2017-05-10
73290,2017-05-09
50829,2017-05-09
73679,2017-05-09
65423,2017-05-12
68029,2017-05-09
73827,2017-05-09
60401,2017-05-11
80930,2017-05-10
83889,2017-05-09
27070,2017-05-10
81227,2017-05-10
77056,2017-05-11
12213,2017-05-10
80905,2017-05-09
66263,2017-05-08
64725,2017-05-08
71436,2017-05-13
30923,2017-05-09
86967,2017-05-10
54620,2017-05-09
76607,2017-05-09
78967,2017-05-10
3981,2017-05-10
45498,2017-05-09
72679,2017-05-09
77600,2017-05-09
55025,2017-05-09
81608,2017-05-11
95300,2017-05-13
86520,2017-05-09
3472,2017-05-09
8362,2017-05-09
2926,2017-05-09
85271,2017-05-09
69535,2017-05-10
19651,2017-05-09
85772,2017-05-09
17940,2017-05-10
82043,2017-05-09
48121,2017-05-09
53756,2017-05-09
7937,2017-05-09
52191,2017-05-12
59329,2017-05-09
96171,2017-05-09
75395,2017-05-09
11090,2017-05-10
54916,2017-05-09
45487,2017-05-09
10822,2017-05-11
1472,2017-05-11
71858,2017-05-10
60490,2017-05-11
25780,2017-05-09
1770,2017-05-09
28189,2017-05-10
5443,2017-05-14
64861,2017-05-09
81961,2017-05-11
33807,2017-05-11
32039,2017-05-10
50284,2017-05-08
61641,2017-05-09
47465,2017-05-12
88919,2017-05-11
3969,2017-05-09
45082,2017-05-11
93700,2017-05-09
32718,2017-05-09
61266,2017-05-08
29612,2017-05-09
56954,2017-05-10
76451,2017-05-09
66536,2017-05-10
155,2017-05-09
11672,2017-05-14
25030,2017-05-09
9151,2017-05-09
37952,2017-05-12
93515,2017-05-09
84943,2017-05-10
18315,2017-05-10
82857,2017-05-09
92091,2017-05-09
34977,2017-05-10
91969,2017-05-11
63081,2017-05-09
24149,2017-05-09
85841,2017-05-12
16688,2017-05-13
57219,2017-05-09
88864,2017-05-13
6052,2017-05-12
5195,2017-05-10
93516,2017-05-10
82608,2017-05-12
51462,2017-05-11
33122,2017-05-09
65190,2017-05-09
2478,2017-05-11
80620,2017-05-10
43454,2017-05-11
64362,2017-05-08
92152,2017-05-08
18125,2017-05-11
32701,2017-05-09
83117,2017-05-11
84608,2017-05-10
56575,2017-05-09
1273,2017-05-11
72827,2017-05-09
50637,2017-05-13
49790,2017-05-10
2528,2017-05-11
68122,2017-05-12
27563,2017-05-09
18966,2017-05-09
62831,2017-05-09
15951,2017-05-12
27817,2017-05-09
30467,2017-05-10
33128,2017-05-10
62225,2017-05-09
79659,2017-05-10
75268,2017-05-11
72765,2017-05-09
15862,2017-05-09
27160,2017-05-11
13622,2017-05-10
88925,2017-05-09
91057,2017-05-10
91278,2017-05-09
48663,2017-05-11
28139,2017-05-10
135,2017-05-11
91797,2017-05-10
5505,2017-05-10
73019,2017-05-10
74657,2017-05-16
48383,2017-05-11
31302,2017-05-09
61370,2017-05-08
71442,2017-05-10
60851,2017-05-10
86866,2017-05-09
17898,2017-05-10
5378,2017-05-10
9702,2017-05-09
14574,2017-05-10
18719,2017-05-08
8486,2017-05-09
29524,2017-05-09
2758,2017-05-10
93273,2017-05-11
16106,2017-05-10
15567,2017-05-13
22881,2017-05-10
41558,2017-05-09
12578,2017-05-12
57041,2017-05-09
81320,2017-05-11
80087,2017-05-11
64442,2017-05-09
28782,2017-05-09
57694,2017-05-10
46759,2017-05-13
45060,2017-05-11
72719,2017-05-08
43019,2017-05-09
36079,2017-05-09
47313,2017-05-09
12846,2017-05-10
25043,2017-05-09
69570,2017-05-11
35283,2017-05-09
77727,2017-05-09
36260,2017-05-09
97433,2017-05-09
55573,2017-05-09
43424,2017-05-08
88332,2017-05-11
91901,2017-05-08
65367,2017-05-09
77618,2017-05-14
63137,2017-05-12
11808,2017-05-11
37512,2017-05-09
26360,2017-05-10
36270,2017-05-09
35075,2017-05-11
66217,2017-05-10
93173,2017-05-10
47268,2017-05-12
92479,2017-05-10
59797,2017-05-09
72833,2017-05-10
34128,2017-05-10
92094,2017-05-10
22467,2017-05-12
90081,2017-05-13
60014,2017-05-13
55438,2017-05-11
33953,2017-05-12
88553,2017-05-08
3826,2017-05-08
70438,2017-05-10
34423,2017-05-10
93967,2017-05-09
79479,2017-05-12
27328,2017-05-12
72502,2017-05-10
58121,2017-05-09
81411,2017-05-09
31976,2017-05-10
38150,2017-05-12
15194,2017-05-09
22154,2017-05-09
1401,2017-05-09
15109,2017-05-11
65488,2017-05-11
13855,2017-05-09
34104,2017-05-11
34990,2017-05-13
17979,2017-05-09
10157,2017-05-11
11879,2017-05-09
90845,2017-05-12
8385,2017-05-14
95968,2017-05-09
97256,2017-05-13
62100,2017-05-09
79467,2017-05-09
14695,2017-05-10
92236,2017-05-09
35979,2017-05-11
22158,2017-05-10
73974,2017-05-11
93458,2017-05-09
54162,2017-05-09
95848,2017-05-09
83639,2017-05-09
29572,2017-05-09
51701,2017-05-10
65878,2017-05-09
94726,2017-05-09
11210,2017-05-11
54004,2017-05-09
38318,2017-05-11
43,2017-05-10
6340,2017-05-11
27116,2017-05-11
36624,2017-05-11
16897,2017-05-09
29473,2017-05-14
28401,2017-05-10
21195,2017-05-09
89155,2017-05-08
24524,2017-05-09
21116,2017-05-08
97591,2017-05-09
21033,2017-05-08
89893,2017-05-11
11700,2017-05-10
33016,2017-05-10
60738,2017-05-09
34826,2017-05-08
70368,2017-05-08
27385,2017-05-11
88474,2017-05-09
97736,2017-05-09
76566,2017-05-11
82892,2017-05-09
35325,2017-05-11
98442,2017-05-09
34057,2017-05-11
27881,2017-05-09
94374,2017-05-11
79607,2017-05-10
57503,2017-05-10
8710,2017-05-10
90315,2017-05-09
58641,2017-05-11
68009,2017-05-10
20599,2017-05-09
57276,2017-05-12
47567,2017-05-09
70893,2017-05-09
18329,2017-05-10
92390,2017-05-09
85089,2017-05-09
46639,2017-05-10
98547,2017-05-09
27687,2017-05-11
33162,2017-05-09
21695,2017-05-09
61380,2017-05-09
67596,2017-05-11
43776,2017-05-09
65901,2017-05-12
32023,2017-05-09
84676,2017-05-14
70854,2017-05-09
57405,2017-05-11
9465,2017-05-14
667,2017-05-09
54840,2017-05-14
86384,2017-05-09
52413,2017-05-10
93112,2017-05-11
15367,2017-05-11
39865,2017-05-10
9012,2017-05-11
60447,2017-05-10
22573,2017-05-08
63897,2017-05-11
78000,2017-05-11
2199,2017-05-10
52503,2017-05-09
43890,2017-05-09
22368,2017-05-09
13680,2017-05-09
94668,2017-05-10
6767,2017-05-12
97194,2017-05-09
29553,2017-05-10
29452,2017-05-09
41786,2017-05-09
84352,2017-05-10
93214,2017-05-11
92840,2017-05-10
53448,2017-05-09
23348,2017-05-10
78676,2017-05-08
11509,2017-05-08
67314,2017-05-11
15485,2017-05-11
5871,2017-05-09
50281,2017-05-09
51873,2017-05-11
44186,2017-05-13
38350,2017-05-10
68735,2017-05-10
41888,2017-05-10
40702,2017-05-09
39484,2017-05-09
37557,2017-05-09
41069,2017-05-10
70891,2017-05-10
41040,2017-05-14
67743,2017-05-10
53556,2017-05-12
32049,2017-05-10
64430,2017-05-12
34445,2017-05-11
10997,2017-05-09
92890,2017-05-09
28314,2017-05-09
89113,2017-05-09
31533,2017-05-09
83727,2017-05-10
34924,2017-05-09
68637,2017-05-09
5491,2017-05-09
33124,2017-05-13
32647,2017-05-09
66244,2017-05-09
53963,2017-05-09
64445,2017-05-09
77648,2017-05-10
27188,2017-05-11
92092,2017-05-11
70818,2017-05-09
51860,2017-05-15
23684,2017-05-09
78405,2017-05-11
57898,2017-05-13
41243,2017-05-09
32397,2017-05-11
75027,2017-05-09
78854,2017-05-12
72142,2017-05-09
69619,2017-05-10
10952,2017-05-09
39270,2017-05-11
8464,2017-05-10
31421,2017-05-09
21448,2017-05-10
35182,2017-05-10
15623,2017-05-10
90254,2017-05-11
80800,2017-05-10
54044,2017-05-10
55289,2017-05-13
95692,2017-05-10
64912,2017-05-10
50349,2017-05-12
81060,2017-05-12
91981,2017-05-10
56280,2017-05-11
34839,2017-05-08
46465,2017-05-11
93265,2017-05-09
48006,2017-05-12
53580,2017-05-11
45456,2017-05-09
57153,2017-05-11
4441,2017-05-12
73316,2017-05-16
87033,2017-05-10
51583,2017-05-11
88527,2017-05-11
29067,2017-05-12
11520,2017-05-10
87997,2017-05-10
67544,2017-05-12
64890,2017-05-09
16571,2017-05-11
56566,2017-05-10
23008,2017-05-11
43823,2017-05-12
70819,2017-05-10
46899,2017-05-09
75538,2017-05-10
6843,2017-05-10
31181,2017-05-11
79209,2017-05-11
95197,2017-05-12
8243,2017-05-09
98383,2017-05-09
50948,2017-05-09
30173,2017-05-09
56683,2017-05-11
2919,2017-05-09
83495,2017-05-10
28847,2017-05-09
85608,2017-05-10
20004,2017-05-11
80880,2017-05-10
3939,2017-05-10
1710,2017-05-09
89344,2017-05-10
87887,2017-05-09
62075,2017-05-11
24306,2017-05-08
39228,2017-05-09
48154,2017-05-12
78892,2017-05-09
37378,2017-05-11
53238,2017-05-10
65856,2017-05-09
96359,2017-05-10
35436,2017-05-10
62709,2017-05-11
98467,2017-05-11
61842,2017-05-09
72063,2017-05-11
40553,2017-05-11
40191,2017-05-10
65444,2017-05-10
2531,2017-05-12
24996,2017-05-09
86239,2017-05-11
71197,2017-05-13
53271,2017-05-10
72909,2017-05-12
97608,2017-05-12
44875,2017-05-10
13653,2017-05-09
15069,2017-05-09
56462,2017-05-11
52117,2017-05-10
59170,2017-05-09
73926,2017-05-11
71023,2017-05-11
63657,2017-05-09
53587,2017-05-09
68360,2017-05-10
43296,2017-05-12
71,2017-05-10
48386,2017-05-09
37925,2017-05-10
35699,2017-05-13
90400,2017-05-09
91371,2017-05-11
5507,2017-05-09
31943,2017-05-09
52290,2017-05-09
58104,2017-05-11
29497,2017-05-12
79028,2017-05-09
9908,2017-05-10
88304,2017-05-09
21722,2017-05-10
82927,2017-05-11
32262,2017-05-10
9535,2017-05-11
58250,2017-05-10
61632,2017-05-11
34496,2017-05-10
91711,2017-05-12
52566,2017-05-12
92531,2017-05-11
72005,2017-05-11
29976,2017-05-11
51537,2017-05-11
57028,2017-05-11
74703,2017-05-09
68987,2017-05-10
66793,2017-05-11
96091,2017-05-10
35607,2017-05-10
